Index,Activation,Epochs,Learning Rate,MSE Training Data,MSE Testing data
277,tanh,1000,0.007,157.8199055800001,41.588926400000005
278,tanh,1000,0.008,157.8199055800001,41.588926400000005
279,tanh,1000,0.009000000000000001,157.8199055800001,41.588926400000005
280,tanh,1000,0.010000000000000002,157.8199055800001,41.588926400000005
281,tanh,800,0.001,16.923440187646634,3.928099373148608
282,tanh,800,0.002,126.07479551125044,33.35774295936097
283,tanh,800,0.003,157.8199055800001,41.588926400000005
284,tanh,800,0.004,157.8199055800001,41.588926400000005
285,tanh,800,0.005,157.8199055800001,41.588926400000005
286,tanh,800,0.006,157.8199055800001,41.588926400000005
287,tanh,800,0.007,157.8199055800001,41.588926400000005
288,tanh,800,0.008,157.8199055800001,41.588926400000005
289,tanh,800,0.009000000000000001,157.8199055800001,41.588926400000005
290,tanh,800,0.010000000000000002,157.8199055800001,41.588926400000005
291,tanh,640,0.001,16.92344018765788,3.928098724146496
292,tanh,640,0.002,63.97113381268851,17.091370880656868
293,tanh,640,0.003,157.8199055800001,41.588926400000005
294,tanh,640,0.004,157.8199055800001,41.588926400000005
295,tanh,640,0.005,157.8199055800001,41.588926400000005
296,tanh,640,0.006,157.8199055800001,41.588926400000005
297,tanh,640,0.007,157.8199055800001,41.588926400000005
298,tanh,640,0.008,157.8199055800001,41.588926400000005
299,tanh,640,0.009000000000000001,157.8199055800001,41.588926400000005
300,tanh,640,0.010000000000000002,157.8199055800001,41.588926400000005
301,tanh,512,0.001,16.923440189107836,3.928091647588542
302,tanh,512,0.002,32.12998929301669,8.524175982525167
303,tanh,512,0.003,157.8199055800001,41.588926400000005
304,tanh,512,0.004,157.8199055800001,41.588926400000005
305,tanh,512,0.005,157.8199055800001,41.588926400000005
306,tanh,512,0.006,157.8199055800001,41.588926400000005
307,tanh,512,0.007,157.8199055800001,41.588926400000005
308,tanh,512,0.008,157.8199055800001,41.588926400000005
309,tanh,512,0.009000000000000001,1514.3485455800007,370.72308639999994
310,tanh,512,0.010000000000000002,157.8199055800001,41.588926400000005
311,tanh,409,0.001,16.923440260867903,3.928154344779271
312,tanh,409,0.002,145.90539443273136,38.50385781402183
313,tanh,409,0.003,157.8199055800001,41.588926400000005
314,tanh,409,0.004,157.8199055800001,41.588926400000005
315,tanh,409,0.005,157.8199055800001,41.588926400000005
316,tanh,409,0.006,157.8199055800001,41.588926400000005
317,tanh,409,0.007,157.8199055800001,41.588926400000005
318,tanh,409,0.008,157.8199055800001,41.588926400000005
319,tanh,409,0.009000000000000001,1514.3485455800007,370.72308639999994
320,tanh,409,0.010000000000000002,157.5787393886336,41.52652499488582
321,tanh,327,0.001,16.923441839638787,3.928360687451712
322,tanh,327,0.002,18.90879362965719,4.710806297535961
323,tanh,327,0.003,157.8199055800001,41.588926400000005
324,tanh,327,0.004,157.8199055800001,41.588926400000005
325,tanh,327,0.005,157.8199055800001,41.588926400000005
326,tanh,327,0.006,157.8199055800001,41.588926400000005
327,tanh,327,0.007,157.8199055800001,41.588926400000005
328,tanh,327,0.008,1514.3485455800007,370.72308639999994
329,tanh,327,0.009000000000000001,157.8199055800001,41.588926400000005
330,tanh,327,0.010000000000000002,157.8199055800001,41.588926400000005
331,tanh,261,0.001,16.923460485183906,3.92901889022
332,tanh,261,0.002,62.76998102546565,14.024430226942815
333,tanh,261,0.003,157.8199055800001,41.588926400000005
334,tanh,261,0.004,157.8199055800001,41.588926400000005
335,tanh,261,0.005,88.42745638982959,23.53433837022785
336,tanh,261,0.006,157.8199055800001,41.588926400000005
337,tanh,261,0.007,157.8199055800001,41.588926400000005
338,tanh,261,0.008,1514.3485455800007,370.72308639999994
339,tanh,261,0.009000000000000001,157.8199055800001,41.588926400000005
340,tanh,261,0.010000000000000002,1514.3485455800007,370.72308639999994
341,tanh,208,0.001,16.92359201821545,3.9256364888502393
342,tanh,208,0.002,150.165426802098,39.60745524932275
343,tanh,208,0.003,157.8199055800001,41.588926400000005
344,tanh,208,0.004,157.8199055800001,41.588926400000005
345,tanh,208,0.005,157.8199055800001,41.588926400000005
346,tanh,208,0.006,157.8199055800001,41.588926400000005
347,tanh,208,0.007,1514.0540501483947,370.65017732966976
348,tanh,208,0.008,1514.3485455800007,370.72308639999994
349,tanh,208,0.009000000000000001,157.8199055800001,41.588926400000005
350,tanh,208,0.010000000000000002,157.8199055800001,41.588926400000005
351,tanh,166,0.001,16.924188600263456,3.922734162448005
352,tanh,166,0.002,156.78296912223374,41.320608008582866
353,tanh,166,0.003,157.8199055800001,41.588926400000005
354,tanh,166,0.004,157.8199055800001,41.588926400000005
355,tanh,166,0.005,157.8199055800001,41.588926400000005
356,tanh,166,0.006,157.8199055800001,41.588926400000005
357,tanh,166,0.007,157.8199055800001,41.588926400000005
358,tanh,166,0.008,1514.3485455800007,370.72308639999994
359,tanh,166,0.009000000000000001,157.8199055800001,41.588926400000005
360,tanh,166,0.010000000000000002,157.8199055800001,41.588926400000005
361,tanh,132,0.001,16.9261648767572,3.918186721305186
362,tanh,132,0.002,157.34076448866534,41.464947597693765
363,tanh,132,0.003,157.8199055800001,41.588926400000005
364,tanh,132,0.004,157.8199055800001,41.588926400000005
365,tanh,132,0.005,157.8199055800001,41.588926400000005
366,tanh,132,0.006,157.8199055800001,41.588926400000005
367,tanh,132,0.007,157.8199055800001,41.588926400000005
368,tanh,132,0.008,157.8199055800001,41.588926400000005
369,tanh,132,0.009000000000000001,157.8199055800001,41.588926400000005
370,tanh,132,0.010000000000000002,157.8199055800001,41.588926400000005
371,tanh,105,0.001,16.931230906198532,3.947963170728283
372,tanh,105,0.002,60.95085364848312,13.59683324698248
373,tanh,105,0.003,157.8199055800001,41.588926400000005
374,tanh,105,0.004,157.8199055800001,41.588926400000005
375,tanh,105,0.005,157.8199055800001,41.588926400000005
376,tanh,105,0.006,157.8199055800001,41.588926400000005
377,tanh,105,0.007,157.8199055800001,41.588926400000005
378,tanh,105,0.008,157.8199055800001,41.588926400000005
379,tanh,105,0.009000000000000001,157.8199055800001,41.588926400000005
380,tanh,105,0.010000000000000002,157.8199055800001,41.588926400000005
381,tanh,84,0.001,16.940545550958074,3.9058340368252455
382,tanh,84,0.002,157.6308021102338,41.53999629878894
383,tanh,84,0.003,157.8199055800001,41.588926400000005
384,tanh,84,0.004,157.8199055800001,41.588926400000005
385,tanh,84,0.005,151.08414583586597,39.845377701575224
386,tanh,84,0.006,157.8199055800001,41.588926400000005
387,tanh,84,0.007,157.8199055800001,41.588926400000005
388,tanh,84,0.008,157.8199055800001,41.588926400000005
389,tanh,84,0.009000000000000001,157.8199055800001,41.588926400000005
390,tanh,84,0.010000000000000002,157.8199055800001,41.588926400000005
391,tanh,67,0.001,16.958199728004118,3.9746363756341614
392,tanh,67,0.002,157.66527735898504,41.54891677350963
393,tanh,67,0.003,157.8199055800001,41.588926400000005
394,tanh,67,0.004,157.8199055800001,41.588926400000005
395,tanh,67,0.005,157.02903572463313,41.38428334335259
396,tanh,67,0.006,157.8199055800001,41.588926400000005
397,tanh,67,0.007,157.8199055800001,41.588926400000005
398,tanh,67,0.008,157.8199055800001,41.588926400000005
399,tanh,67,0.009000000000000001,157.8199055800001,41.588926400000005
400,tanh,67,0.010000000000000002,157.8199055800001,41.588926400000005
401,tanh,53,0.001,16.98536860427717,3.9941018782739732
402,tanh,53,0.002,157.6883919168307,41.55489764787794
403,tanh,53,0.003,157.8199055800001,41.588926400000005
404,tanh,53,0.004,157.8199055800001,41.588926400000005
405,tanh,53,0.005,157.4186533920325,41.48510199688816
406,tanh,53,0.006,157.8199055800001,41.588926400000005
407,tanh,53,0.007,157.8199055800001,41.588926400000005
408,tanh,53,0.008,157.8199055800001,41.588926400000005
409,tanh,53,0.009000000000000001,157.8199055800001,41.588926400000005
410,tanh,53,0.010000000000000002,157.8199055800001,41.588926400000005
411,tanh,42,0.001,17.01594591938261,3.8895131394232116
412,tanh,42,0.002,157.70399867206422,41.558935874815774
413,tanh,42,0.003,157.8199055800001,41.588926400000005
414,tanh,42,0.004,157.8199055800001,41.588926400000005
415,tanh,42,0.005,157.55055376605475,41.51923189021165
416,tanh,42,0.006,157.8199055800001,41.588926400000005
417,tanh,42,0.007,157.8199055800001,41.588926400000005
418,tanh,42,0.008,157.8199055800001,41.588926400000005
419,tanh,42,0.009000000000000001,157.8199055800001,41.588926400000005
420,tanh,42,0.010000000000000002,157.8199055800001,41.588926400000005
421,tanh,33,0.001,17.074303776766566,4.044678084460516
422,tanh,33,0.002,90.89051280413996,24.179893120104303
423,tanh,33,0.003,157.8199055800001,41.588926400000005
424,tanh,33,0.004,157.8199055800001,41.588926400000005
425,tanh,33,0.005,157.61752382831375,41.536560532122934
426,tanh,33,0.006,157.58684502577435,41.52862234554202
427,tanh,33,0.007,157.8199055800001,41.588926400000005
428,tanh,33,0.008,157.8199055800001,41.588926400000005
429,tanh,33,0.009000000000000001,157.8199055800001,41.588926400000005
430,tanh,33,0.010000000000000002,157.8199055800001,41.588926400000005
431,tanh,26,0.001,17.114729832915508,3.8871898287993796
432,tanh,26,0.002,78.69932178735353,17.788901555066253
433,tanh,26,0.003,120.60163337710983,31.934535712102548
434,tanh,26,0.004,157.8199055800001,41.588926400000005
435,tanh,26,0.005,157.655625541592,41.546419368250696
436,tanh,26,0.006,157.6395973832832,41.54227208017073
437,tanh,26,0.007,157.8199055800001,41.588926400000005
438,tanh,26,0.008,157.8199055800001,41.588926400000005
439,tanh,26,0.009000000000000001,157.8199055800001,41.588926400000005
440,tanh,26,0.010000000000000002,157.8199055800001,41.588926400000005
441,tanh,20,0.001,17.18276537773261,3.8896244145000556
442,tanh,20,0.002,63.401740593992216,16.940461398512888
443,tanh,20,0.003,152.94602065451292,40.32746680878155
444,tanh,20,0.004,157.8199055800001,41.588926400000005
445,tanh,20,0.005,157.6818029790039,41.55319276685064
446,tanh,20,0.006,157.67374583654797,41.55110798756139
447,tanh,20,0.007,157.8199055800001,41.588926400000005
448,tanh,20,0.008,157.8199055800001,41.588926400000005
449,tanh,20,0.009000000000000001,157.8199055800001,41.588926400000005
